Date,Tweet_Text,Tweet_Id,User_Id,User_Name,User_Screen_Name,Retweets,Favorites,Class,Tweet_length,Number_of_URL,No_of_@_word,No_of_hash_word,Length_of_User_Name,Number_of_Spam_Word,Number_of_Swear_Word,New_Feature
2011-08-04 19:59:4,@S_C_  check this out hottest hood video in london pls RT http://www.youtube.com/watch?v=InQ08WBgQUYÂ â€¦,9.93e+16,346871925,#CgmLife,346871925,34.0,34.0,1.0,93,0,1,0,9,0,0,1
2011-08-04 19:59:4,We Pray For London http://tumblr.com/xwk40sb31m #london #stopPoliceBrutality,9.93e+16,28188830,Miana Symone',28188830,0.0,0.0,1.0,70,0,0,2,8,0,0,2
2011-08-04 19:59:4,(vid) London Riots - ###Police Overrun in Woolwich | Nothing but animals http://goo.gl/QP1j7,9.93e+16,346871925,#CgmLife,346871925,0.0,0.0,1.0,80,0,0,3,9,0,0,3
2011-08-04 19:59:4,Seen the nicest jacket now_ tempted to get back up London just so I can wear these nice suits! Better go to bed before I'm broke_ night x,9.93e+16,290913059,Ericka,290913059,0.0,0.0,1.0,110,0,0,0,9,0,0,0
2011-08-04 19:59:4,Privacy Protection and New Features are Key to Journal Home's Free ...: London_ UK (PRWEB) August 8_ 2007. In an age where people hav...,9.93e+16,290913118,Hannah,290913118,21.0,34.0,1.0,113,0,0,0,9,0,0,0
2011-08-04 19:59:4,#ukpc4sale LONDON CnM Lifestyle Electronis Cd Dvd external drive Sale Or Swap (london_ Price: Â£20)  http://bit.ly/5ZSJh0,9.93e+16,38922426,Kane,38922426,0.0,0.0,1.0,105,0,0,1,8,0,0,1
2011-08-04 19:59:4,Privacy Protection and New Features are Key to Journal Home's Free ...: London_ UK (PRWEB) August 8_ 2007. In an age where people hav...,9.93e+16,290913059,Ericka,290913059,0.0,0.0,1.0,113,0,0,0,9,0,0,0
2011-08-04 19:59:4,@DanielleLauraaa LONDON > IOW!! ;););) <333,9.93e+16,38922426,Kane,38922426,6.0,9.0,1.0,38,0,1,0,8,0,0,1
2011-08-04 19:59:4,RT @iShonnyboy RT @PrinceCharmingP: @iShonnyboy son they tryna jump on me--- *rolls up sleeves* WHO?! -@London_Arrogant @Trey_Badd hell Fuckng Racism ….the mob attacked Little Lonon Girl http://www.youtube.com/watch?v=llVDltLmt_cÂ â€¦ @GreysonChance @nicoleJJ @SarahMI at London Zoo #londonSucks #Racism ,9.93e+16,37216356,Back Climber,37216356,89.0,56.0,-1.0,269,0,8,2,8,1,1,12
2011-08-04 19:59:4,how come my #followers live so far away from me.. ? london _ africia ? Need some support for riot and (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,9.93e+16,28188830,Miana Symone',28188830,78.0,59.0,-1.0,224,0,0,5,8,0,0,5
2011-08-04 19:59:5,#ukpc4sale LONDON Brand New Apple Ipad 2 64GB Wifi 3g Also Other Items In Stock (london_ Price: Â£320)  http://bit.ly/5ZSJh0,9.93e+16,149723732,Lau :3,149723732,0.0,0.0,1.0,105,0,0,1,9,0,0,1
2011-08-04 19:59:5,Etsy Storque: In May 2010_ London-based artist Jeremy Hutchison read an article about an assembly line worker w... http://etsy.me/qxp38V or http://bit.ly/qGyCdv,9.93e+16,278052879,Jordi Ollier-Howard,278052879,5.0,2.0,1.0,141,0,0,0,9,0,0,0
2011-08-04 19:59:5,@leighalexander Visited the original Ace Cafe in London recently out of curiosity. The food was dreadful. Lots of hairy men_ though. Woo!,9.93e+16,20583865,Mike Channell,20583865,1.0,0.0,1.0,116,0,1,0,8,0,0,1
2011-08-04 19:59:5,RT @djmobeatz: London Aug 15th!,9.93e+16,131374455,Mr. 313rd Tay,131374455,6.0,9.0,1.0,27,0,1,0,9,0,0,1
2011-08-04 19:59:5,I'm @ London @MariamDoll @blackDude 2012 OMEGA Countdown Clock (Trafalgar Square_ London) http://4sq.com/oWcqqr,9.93e+16,278052879,Jordi Ollier-Howard,278052879,65.0,53.0,-1.0,99,0,3,0,9,0,0,3
2011-08-04 19:59:5,"""I favorited a @YouTube video http://youtu.be/DKJRezx0ItI?a The Cranberries - Zombie """" Live In London""",9.93e+16,149723732,Lau :3,149723732,0.0,0.0,1.0,90,0,1,0,9,0,0,1
2011-08-04 19:59:5,London is a TT !! :),9.93e+16,24529046,Life of Leesha,24529046,2.0,2.0,1.0,15,0,0,0,8,0,0,0
2011-08-04 19:59:5,London seems to be calmer & coming together again- thank goodness_ normal business resumes:),9.93e+16,20583865,Mike Channell,20583865,5.0,4.0,1.0,79,0,0,0,8,0,0,0
2011-08-04 19:59:5,London is a TT !! :),9.93e+16,24529046,Life of Leesha,24529046,2.0,2.0,1.0,15,0,0,0,8,0,0,0
2011-08-05 19:58:1, @iowahawkblog don't feel bad for London. They made their bed. Now they can lie in it! #deserve http://bit.ly/lpXWPV,9.96e+16,22670613,BritishSpy,22670613,0.0,0.0,1.0,98,0,1,1,8,0,0,2
2011-08-05 19:58:2,Robbie Williams writing solo album: London_ Aug 4 (IANS) Singer Robbie Williams is writing tracks for his next s... http://bit.ly/mWoyhV,9.96e+16,34196797,estrik saweho,34196797,0.0,0.0,1.0,117,0,0,0,8,0,0,0
2011-08-05 19:58:2,Offer - London South: 60% Off Two Hour Cupcake Making and Decorating... from Groupon MyCityDeal  http://tinyurl.com/3bbl94q,9.96e+16,342948381,David Klech,342948381,0.0,0.0,1.0,107,0,0,0,9,0,0,0
2011-08-05 19:58:3,London Rioters: Where Are The Parents? (CNS): Share With Friends:  |  | Top News - World News News_ RSS Fe... http://tinyurl.com/4yh99s9,9.96e+16,71629690,Tom Williams,71629690,0.0,0.0,1.0,114,0,0,0,8,0,0,0
2011-08-05 19:58:3,@idiedlastyear london_ and no its a nickname what about you?,9.96e+16,307340399,Rico Suavè,307340399,0.0,0.0,1.0,51,0,1,0,9,0,0,1
2011-08-05 19:58:3,News: London: AbhÃ¶rskandal: Â«News of the WorldÂ» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google,9.96e+16,197899607,iTech News,197899607,0.0,0.0,1.0,124,0,0,2,9,0,0,2
2011-08-05 19:58:3,@JenOntheBlock_7 Here is a contest link for London http://on.fb.me/nIIcRP,9.96e+16,23851805,TW,23851805,0.0,0.0,1.0,65,0,1,0,8,0,0,1
2011-08-05 19:58:3,from now on if someone ask me.............im from congo not north london.....the end,9.96e+16,222592073,BusinessMoz,222592073,0.0,0.0,1.0,72,0,0,0,9,0,0,0
2011-08-05 19:58:3,@iTweetDamon right wlel when i go london for uni ill lend it to you lol,9.96e+16,133166588,Polo,133166588,0.0,0.0,1.0,57,0,1,0,9,0,0,1
2011-08-05 19:58:3,News: London: AbhÃ¶rskandal: Â«News of the WorldÂ» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google,9.96e+16,67364910,' Afoonso,67364910,0.0,0.0,1.0,124,0,0,2,8,0,0,2
2011-08-05 19:58:4,News: London: Abhrskandal: Â«News of the WorldÂ» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google http://bit.ly/q7BYlU,9.96e+16,60987679,Tony McGreavey,60987679,0.0,0.0,1.0,142,0,0,2,8,0,0,2
2011-08-05 19:58:4,London Calling serÃ¡ el tema de los Juegos OlÃ­mpicos 2012: http://www.foro-rock.com.ar/london-calling-tema-de-los-juegos-olimpicos-2012-t5040.htmlÂ â€¦,9.96e+16,244031103,J.J,244031103,0.0,0.0,1.0,142,0,0,0,9,0,0,0
2011-08-05 19:58:5,Equity Program Trading Desk Hiring Quantitative Analyst- London ...: Home of open source_ Jobs and goodies for Q... http://bit.ly/qfjt1a,9.96e+16,43686680,#LITW UncleYems,43686680,0.0,0.0,1.0,118,0,0,0,8,0,0,0
2011-08-05 19:58:5,oh god please not another night of riots... i'm hearing walthamstow?? #londonriot #rioting,9.96e+16,138623613,Fantasy MD is 'IN',138623613,0.0,0.0,1.0,78,0,0,2,9,0,0,2
2011-08-05 19:58:5,fuck me the #Police are now #Police#Police#Policeshooting people in london in these riots #shitsgotscary #london,9.96e+16,67898811,The London Bike Bot,67898811,0.0,0.0,1.0,98,0,0,6,8,0,0,6
2011-08-05 19:58:5,really miss london :(,9.96e+16,67898811,The London Bike Bot,67898811,0.0,0.0,1.0,18,0,0,0,8,0,0,0
2011-08-05 19:59:0,London bid for World Champs doomed to fail unless Stadium solution found http://ow.ly/5Xjs4 #westham #whufc #orient #spurs #thfc #london2012,9.96e+16,295957885,I love Zarry!!!!!,295957885,0.0,0.0,1.0,122,0,0,6,9,0,0,6
2011-08-05 19:59:0,@IloveTommyBowen Dato curioso en London los nÃºmeros de telÃ©fono mÃ³vil comienzan con 55.,9.96e+16,108734813,Soy Ella ®,108734813,0.0,0.0,1.0,78,0,1,0,9,0,0,1
2011-08-05 19:59:0,@Marquisgroup BOTH! HAMILTON AND LONDON! WHY CHOOSE?!?,9.96e+16,71811960,Scoe,71811960,0.0,0.0,1.0,48,0,1,0,8,0,0,1
2011-08-05 19:59:0,London bid for World Champs doomed to fail unless Stadium solution found http://ow.ly/5Xjs6 #westham #whufc #orient #spurs #thfc #london2012,9.96e+16,27249879,Julianna,27249879,0.0,0.0,1.0,122,0,0,6,8,0,0,6
2011-08-05 19:59:0,Warren London On CBS News http://nblo.gs/ldXjY,9.96e+16,18257417,sf2g,18257417,0.0,0.0,1.0,41,0,0,0,8,0,0,0
2011-08-05 19:59:0,9:09 PM: Franz Joseph Haydn: Covent Garden (Windsor) Overture: London Classical Players_ Roger Norrington_ condu... http://bit.ly/oj2AyH,9.96e+16,26037604,Bas Geerdink,26037604,0.0,0.0,1.0,121,0,0,0,8,0,0,0
2011-08-05 19:59:0,#powpow RT @VanityB_Affair: International boo_ boo. Someone's going to be rocking me in London_ POW!,9.96e+16,59126679,Quant Finance Jobs,59126679,0.0,0.0,1.0,86,0,1,1,8,0,0,2
2011-08-05 19:59:0,Riot a gwan a london_ looting & all that # ###Tottenham   !,9.96e+16,26985876,Darren Hutchison,26985876,0.0,0.0,1.0,46,0,0,4,8,0,0,4
2011-08-05 19:59:1,Only in London when riots are destroying everything do we have #krispykreme trending on twitter #alwaysthinkingwithourstomachs,9.96e+16,116939005,BIGGMFBUDGET,116939005,0.0,0.0,1.0,111,0,0,2,9,0,0,2
2011-08-05 19:59:1,"""Check out """"New disturbances in @London a night after #rioting - Yahoo! News"""" http://ftt.nu/lhxs4 Lot more tips at http://FeelTipTop.com/enfield""",9.96e+16,193887043,The Oracle,193887043,0.0,0.0,1.0,129,0,1,1,9,0,0,2
2011-08-05 19:59:1,@JT4Mets4Arsenal It's spreading across into different areas of London now. Doesn't seem to be ending any time soon.,9.96e+16,45351664,Dan Yee,45351664,0.0,0.0,1.0,98,0,1,0,8,0,0,1
2011-08-05 19:59:2,Friends_ I'm doing 30 days of covers until I go to London_ and today's cover is Bird on a Wire by Leonard Cohen!... http://fb.me/16CLjLG4V,9.96e+16,69228009,Emily Brown,69228009,73.0,56.0,-1.0,115,0,0,0,8,0,0,0
2011-08-05 19:59:2,Photo: #Syria: A young boy chants The people want to topple the regimege at the Syrian embassy in #London. http://tumblr.com/xto3ykqp7e #heatLondonroits,9.96e+16,28813292,LadyBlaxz,28813292,0.0,0.0,1.0,133,0,0,3,8,0,0,3
2011-08-05 19:59:2,Hope that @DonnieWahlberg & @jordanknight show up for the afterparty @29&Park tonite in London for my girl @BellaGina12,9.96e+16,69228009,Emily Brown,69228009,0.0,0.0,1.0,102,0,4,0,8,0,0,4
2011-08-05 19:59:3,Drinking a London Pride by Fuller Smith & Turner PLC @ British Beer Company â€” http://untp.it/osKcm9,9.96e+16,16314048,Pete Stagman,16314048,2.0,0.0,1.0,86,0,1,0,8,0,0,1
2011-08-05 19:59:3,London 2012 Olympics: canoeist Ella Nicholas has the chance to put the Cook Islands on the map http://bit.ly/oKlyE8Â ,9.96e+16,277174725,Nancy Aguilar,277174725,20.0,34.0,1.0,100,0,0,0,9,0,0,0
2011-08-05 19:59:3,London London London London,9.96e+16,277174725,Nancy Aguilar,277174725,0.0,0.0,1.0,24,0,0,0,9,0,0,0
2011-08-05 19:59:3,http://open.spotify.com/track/4VcaFr7uq8P8kxusc4VLc6Â â€¦ Warren Zevon â€“ Werewolves of London - 2007 Remastered Live LP Version,9.96e+16,103596932,BarLifeUK,103596932,31.0,8.0,1.0,117,0,0,0,9,0,0,0
2011-08-05 19:59:3,@JCLayfield The APA would make a killing over here in London right now!,9.96e+16,16314048,Pete Stagman,16314048,0.0,0.0,1.0,59,0,1,0,8,0,0,1
2011-08-05 19:59:3,Cant wait to get hm im goin to zzzzz till Tomorrow if london allows,9.96e+16,103596932,BarLifeUK,103596932,0.0,0.0,1.0,54,0,0,0,9,0,0,0
2011-08-05 19:59:3,Hey @greysonchance i would be your Little London Girl <3 #HoldOnTilTheNight (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,9.96e+16,286404473,jackie,286404473,65.0,54.0,-1.0,208,0,1,5,9,0,0,6
2011-08-05 19:59:3,@RahafKhm apparently some rioters are fire burning houses and stuff in London.. I really don't know why :(,9.96e+16,286404473,jackie,286404473,0.0,0.0,1.0,89,0,1,0,9,0,0,1
2011-08-05 19:59:4,I'm getting a lot of from the #UK right now everybody in #Germany and #London 1 time for all yall,9.96e+16,104092885,Kris Severin,104092885,11.0,23.0,1.0,78,0,0,3,9,0,0,3
2011-08-05 19:59:4,Job IB (London): Associate Multi-Asset Structurer.+ Fluent in English et e... http://bit.ly/jGeGQ6 Quant IB Finance jobs 42,9.96e+16,59126679,Quant Finance Jobs,59126679,4.0,3.0,1.0,107,0,0,0,8,0,0,0
2011-08-05 19:59:4,@NICKIMINAJ COME TO LONDON ASAP!!! feeling all left out seeing these tweets about your performances :'(,9.96e+16,242039849,Samuel Harrison,242039849,12.0,23.0,1.0,88,0,1,0,9,0,0,1
2011-08-05 19:59:4,@Chris_Hassall Thanks_ looking forward to it. Our recent dining experiences have been in Paris_ London & Tokyo. Will see how it compares!,9.96e+16,41334600,Monique Beedles,41334600,32.0,45.0,1.0,116,0,1,0,8,0,0,1
2011-08-05 19:59:4,#riot #wallstreet #stockmarket #apocalypse #bloodinthestreets #london #england #new york http://bit.ly/nlOKwA,9.96e+16,242039849,Samuel Harrison,242039849,0.0,0.0,1.0,100,0,0,8,9,0,0,8
2011-08-05 19:59:4,I lived in London in the 70's when bombs exploded daily. What is happening now is worse. #londonriots #London,9.96e+16,41334600,Monique Beedles,41334600,0.0,0.0,1.0,91,0,0,2,8,0,0,2
2011-08-05 19:59:4,@kevkev She's just going to party it up in London now. Are you disappointed you don't get to see my drunk ass? Haha!,9.96e+16,104092885,Kris Severin,104092885,0.0,0.0,1.0,94,0,1,0,9,0,0,1
2011-08-05 19:59:4,RT @idowu_jay: RT @iKilledMario: Some people must think that London zoo and Ibadan zoo share the same gateman,9.96e+16,59126679,Quant Finance Jobs,59126679,0.0,0.0,1.0,92,0,2,0,8,0,0,2
2011-08-05 19:59:5,Hope all my London friends are safe x,9.96e+16,47343966,JobHits Job Search,47343966,2.0,4.0,1.0,30,0,0,0,8,0,0,0
2011-08-05 19:59:5,hey @kamencook @#londonmyr @urBoss what's going on in #london kamen_ whats the riot over? Xxx oh man #startAgain ##londonShouldburn #WeRocks,9.96e+16,59220086,Jay Friedland,59220086,56.0,70.0,-1.0,121,0,3,6,8,0,0,9
2011-08-05 19:59:5,Evening drinks at the Slug & Satellite ... #3/365  @ London http://instagr.am/p/JcFTt/,9.96e+16,16709645,Jon Norris,16709645,30.0,90.0,1.0,74,0,1,1,8,0,0,2
2011-08-05 19:59:5,Amazed at reading how the chefs came out knives drawn to fight away the crowd & protect their guests. Hope London can get back under control,9.96e+16,16709645,Jon Norris,16709645,0.0,0.0,1.0,115,0,0,0,8,0,0,0
2011-08-05 19:59:5,RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.96e+16,233671285,amelia.,233671285,64.0,67.0,-1.0,123,0,3,4,9,0,0,7
2011-08-05 19:59:5,#riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.96e+16,106572258,Indian Cinema,106572258,64.0,67.0,-1.0,120,0,3,4,9,0,0,7
2011-08-05 19:59:5,@so_you_know you're in UK now_ Annie? .. how is it where you are_ this violence hurts me to tears .. {& I love London} :((,9.96e+16,235797095,London Classifieds,235797095,20.0,14.0,1.0,98,0,1,0,9,0,0,1
2011-08-05 19:59:5,RT @AY0_Flygerian: RT @SongwriterStarz: RT @TheBadderman: 1700 police officers on the streets of London tonight. ... http://tmi.me/ebWW6,9.96e+16,16709645,Jon Norris,16709645,0.0,0.0,1.0,120,0,3,0,8,0,0,3
2011-08-05 19:59:5,LONDON>Jobs>admin / office>SEN Teaching Assistant in St Helens http://bit.ly/pEAgRJ,9.96e+16,235797095,London Classifieds,235797095,0.0,0.0,1.0,75,0,0,0,9,0,0,0
2011-08-05 19:59:5,Photo: Evening drinks at the Slug & Satellite â€¦ #3/365 (Taken with Instagram at London) http://tumblr.com/xxt3x50zet,9.96e+16,16709645,Jon Norris,16709645,33.0,23.0,1.0,103,0,0,1,8,0,0,1
2011-08-05 19:59:5,Her co-star in London Dreams also said that she has acting abilities and will become more popular! #Hindi #Asin,9.96e+16,106572258,Indian Cinema,106572258,30.0,23.0,1.0,93,0,0,2,9,0,0,2
2011-08-05 19:59:5,Parking Administration Officer job in London at SSR Personnel http://bit.ly/px4xPH,9.96e+16,47343966,JobHits Job Search,47343966,3.0,2.0,1.0,73,0,0,0,8,0,0,0
2011-08-05 19:59:5,1 o'clock a.m. (  #LondonRiots http://checkmyroits.com./jdienmnmXkdrynSDhfg,9.96e+16,311554864,New Hour In London,311554864,2.0,1.0,1.0,69,0,0,1,9,0,0,1
2011-08-05 19:59:5,Eurotrip $5 @ wal mart. Brainstorming ideas  for my year  in London,9.96e+16,59220086,Jay Friedland,59220086,0.0,0.0,1.0,54,0,1,0,8,0,0,1
2011-08-05 19:59:5,@NOH8_ForJoeJ Btw_ is bermingham further than london?,9.96e+16,233671285,amelia.,233671285,0.0,0.0,1.0,47,0,1,0,9,0,0,1
2011-08-05 19:59:5,1 o'clock a.m. ( #London_ #Dublin_ #Lisbon... ),9.96e+16,311554864,New Hour In London,311554864,1.0,1.0,1.0,40,0,0,3,9,0,0,3
2011-08-05 19:59:5,RT @LaouLover4Ever: I hope you all are okay.. All london residents #PrayForLondon,9.96e+16,152354070,Ashley Natasha Kelly,152354070,0.0,0.0,1.0,70,0,1,1,9,0,0,2
2011-08-05 19:59:5,Seen all these track updates...bout to wAtch universal sports being hear London been exciting today,9.96e+16,152354070,Ashley Natasha Kelly,152354070,0.0,0.0,1.0,85,0,0,0,9,0,0,0
2011-08-06 19:58:5,London DL: MO Farah is freakin amazing (11/11 this year) Kirani James new fav to win 400 (NCAA Champ) JRichardson bout to blow up formcharts,1e+17,62341949,Claire Butler,62341949,0.0,0.0,1.0,116,0,0,0,8,0,0,0
2011-08-06 19:58:5,Selby jennings http://bit.ly/lpXWPV london criminal Job IB (London) @ riots Manager Senior Manager roits R... http://bit.ly/j6gYaY Master Stage 49,1e+17,68522319,Womble,68522319,0.0,0.0,1.0,128,0,1,0,8,0,0,1
2011-08-06 19:58:5,Had a lovely time at @iamstano birthday in the Westest of West London.,1e+17,10751102,Janelle M.,10751102,0.0,0.0,1.0,58,0,1,0,8,0,0,1
2011-08-06 19:58:5,@danhetherton im hoping to move to London end of this month any advice #newtothecitylife,1e+17,20043491,David Crocket,20043491,0.0,0.0,1.0,75,0,1,1,8,0,0,2
2011-08-06 19:58:5,@jennabenna0097 yayy!! Lol I'm coming! :D in London u get nothing lol ok u do but still :P,1e+17,39965443,Jeremy George,39965443,0.0,0.0,1.0,73,0,1,0,8,0,0,1
2011-08-06 19:58:5,2001 Pontiac Montana Minivan good motor and tranny. cheap deal ( London ) $650.00: excellent extended van. could... http://bit.ly/qD4jEZ,1e+17,107391671,Switch London,107391671,0.0,0.0,1.0,118,0,0,0,9,0,0,0
2011-08-06 19:59:0,@gary85marsh joe rogan lad _ he's the commentater on ufc _ seen him doin stand up in London last year b4 ufc  @joerogan funny man,1e+17,249436659,Breaking News,249436659,0.0,0.0,1.0,104,0,2,0,9,0,0,2
2011-08-06 19:59:0,@GrantMickelson Goodnight Grant:) went on a trip to london and made pictures for you :) I mentioned them to you! Late here (1.45am). I<3 you,1e+17,154849152,louie,154849152,0.0,0.0,1.0,116,0,1,0,9,0,0,1
2011-08-06 19:59:0,@ajhalls1 don't know if i'm more shocked by whats happening in London or the apparent 'numbness' of people towards Belfast Troubles,1e+17,242927686,Sid  Islam,242927686,0.0,0.0,1.0,111,0,1,0,9,0,0,1
2011-08-06 19:59:0,@Remel_London its not to late end of year party in september !!,1e+17,289606473,Shellie's Cats,289606473,0.0,0.0,1.0,52,0,1,0,9,0,0,1
2011-08-06 19:59:0,Stitched & Stitched Update: Drakes of London_ No.3 Clifford Street http://www.stitchedandstitched.com/?p=575Â ,1e+17,108010413,Maame Kyerewa,108010413,0.0,0.0,1.0,100,0,0,0,9,0,0,0
2011-08-06 19:59:0,They are! 'Cept London. He's evil. Odd_ cause he's named after my dad.,1e+17,22528010,.....loading.......,22528010,0.0,0.0,1.0,58,0,0,0,8,0,0,0
2011-08-06 19:59:0,Magento / PHP Technical Architect_ Hammersmith West London (CWJobs.co.uk) http://bit.ly/nOTiFS,1e+17,302362386,maphi,302362386,0.0,0.0,1.0,85,0,0,0,9,0,0,0
2011-08-06 19:59:0,@nealfairfield You know me so well! Thanks chief. Hope you're good? I see you're headed back to London pretty soon. Happy or sad face?,1e+17,339069995,Rose Sylence,339069995,0.0,0.0,1.0,111,0,1,0,9,0,0,1
2011-08-06 19:59:0,EMI bids range from $3 billion to $4 billion: report: LONDON (Reuters) - Bids for EMI suggest that the British ... http://yhoo.it/ptRlHV,1e+17,112970794,ChaelMontgomery,112970794,0.0,0.0,1.0,115,0,0,0,9,0,0,0
2011-08-06 19:59:1,Urban grunge #london #iphone #iphoneography #texture #decay http://instagr.am/p/JWxZW/,1e+17,42415376,Sherron Charles,42415376,0.0,0.0,1.0,79,0,0,5,8,0,0,5
2011-08-06 19:59:1,London Aug 15th!,1e+17,245879934,Aled Davies,245879934,1.0,0.0,1.0,14,0,0,0,9,0,0,0
2011-08-06 19:59:1,@bailey791 have you seen the London riots! Wtf!,1e+17,281045387,Annie Frass,281045387,0.0,0.0,1.0,40,0,1,0,9,0,0,1
2011-08-06 19:59:1,Ever made love to the woman of you dreams in a room full of money out in London... Naw but I'm try within these 2 weeks #EuroTrip,1e+17,268481791,alexander kool,268481791,0.0,0.0,1.0,103,0,0,1,9,0,0,1
2011-08-06 19:59:1,Job Offer lunalogic (London): RAD FO/Quantitative developer_ Equity Derivat... http://bit.ly/nrcQRL Quant IB Finance jobs 126,1e+17,47590654,Gwen,47590654,0.0,0.0,1.0,111,0,0,0,8,0,0,0
2011-08-06 19:59:1,Riots in London... Eeep!,1e+17,19627467,IcyBloke,19627467,0.0,0.0,1.0,21,0,0,0,8,0,0,0
2011-08-06 19:59:1,@London_Smiley your right your right.. You never texted me back :p,1e+17,210753594,Smart News for AU,210753594,0.0,0.0,1.0,56,0,1,0,9,0,0,1
2011-08-06 19:59:1,Save $2/1 Rimmel London Product http://nblo.gs/lgCOX,1e+17,49403072,Dennis,49403072,0.0,0.0,1.0,47,0,0,0,8,0,0,0
2011-08-06 19:59:2,@musicbox120 That's a fantastic age to visit London. You'll have an amazing time. (and get very drunk). ;),1e+17,20468421,Marc C.,20468421,31.0,38.0,1.0,89,0,1,0,8,0,0,1
2011-08-06 19:59:2,North London doe WTF!,1e+17,119928072,Bisola Muda-Lawal,119928072,0.0,0.0,1.0,18,0,0,0,9,0,0,0
2011-08-06 19:59:2,Buno buenoo ...... I london,1e+17,201362918,Reinaldo Fabricio,201362918,4.0,6.0,1.0,23,0,0,0,9,0,0,0
2011-08-06 19:59:2,"""RT @Remel_London: RT @MisssN: i love the way the guardian journo put the BBC newswoman in her place. """"let's not ... http://tmi.me/e5BTN""",1e+17,135137716,Janet,135137716,12.0,45.0,1.0,117,0,2,0,9,0,0,2
2011-08-06 19:59:2,It is PISSING down. Good luck #gcfam London has this coming. I am soaked.,1e+17,19801144,Sue Riot,19801144,4.0,6.0,1.0,60,0,0,1,8,0,0,1
2011-08-06 19:59:2,@AudreyGrace2014 London :),1e+17,283504463,David,283504463,0.0,1.0,1.0,24,0,1,0,9,0,0,1
2011-08-06 19:59:2,@coolasfire123 yeaah! in june 13! I  really want to live in london! You guys have the bests shows in da world!,1e+17,20468421,Marc C.,20468421,0.0,0.0,1.0,89,0,1,0,8,0,0,1
2011-08-06 19:59:2,http://open.spotify.com/track/4VcaFr7uq8P8kxusc4VLc6Â â€¦ Warren Zevon â€“ Werewolves of London - 2007 Remastered Live LP Version,1e+17,201362918,Reinaldo Fabricio,201362918,0.0,0.0,1.0,117,0,0,0,9,0,0,0
2011-08-06 19:59:2,@stefanabingdon how much longer?? i would stay up all night waiting but i need sleep for london tomorrow as im waking up at 4am :( xxx,1e+17,119928072,Bisola Muda-Lawal,119928072,0.0,0.0,1.0,109,0,1,0,9,0,0,1
2011-08-06 19:59:2,Agent of Santos' Neymar advises player to join Real Madrid after London 2012 Olympics http://tinyurl.com/3zdeza9,1e+17,341316021,Kajyu,341316021,0.0,0.0,1.0,98,0,0,0,9,0,0,0
2011-08-06 19:59:2,It is PISSING down. Good luck #gcfam London has this coming. I am soaked.,1e+17,135137716,Janet,135137716,0.0,0.0,1.0,60,0,0,1,9,0,0,1
2011-08-06 19:59:2,Drinking a London Pride by Fuller Smith & Turner PLC @ British Beer Company â€” http://untp.it/osKcm9,1e+17,19801144,Sue Riot,19801144,0.0,0.0,1.0,86,0,1,0,8,0,0,1
2011-08-06 19:59:3,Disturbance after London protest http://bit.ly/ptIQyA and hell Racism ….the mob attacked Little Lonon Girl http://www.youtube.com/watch?v=llVDltLmt_cÂ â€¦ @GreysonChance @nicoleJJ @SarahMI at London Zoo #londonSucks #Racism ,1e+17,347123932,Mr Global News,347123932,82.0,58.0,-1.0,201,0,3,2,9,1,1,7
2011-08-06 19:59:3,Privacy Protection and New Features are Key to Journal Home's Free ...: London_ UK (PRWEB) August 8_ 2007. In an age where people hav...,1e+17,18807391,Tammie,18807391,0.0,0.0,1.0,113,0,0,0,8,0,0,0
2011-08-06 19:59:3,RT @iShonnyboy RT @PrinceCharmingP: @iShonnyboy son they tryna jump on me--- *rolls up sleeves* WHO?! -@London_Arrogant @Trey_Badd,1e+17,347123932,Mr Global News,347123932,0.0,0.0,1.0,114,0,5,0,9,0,0,5
2011-08-06 19:59:3,Tottenham riots: Double decker bus set ablaze as mob violence hits London: A double deckerâ€¦ http://goo.gl/fb/GqsPj and (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,1e+17,225764675,Nieuwsmening,225764675,85.0,98.0,-1.0,247,0,0,4,9,0,0,4
2011-08-06 19:59:3,I was just walking home to clapton from Stoke Newington and could hear a load of sirens.  Thought it was typical North London not RIOT TIME ,1e+17,14834445,Nick Scott,14834445,23.0,40.0,1.0,113,0,0,0,8,0,0,0
